attendance,reporting_status,venue_name,venue_type,venue_capacity,continent,country,city,show_nights,artist_name,gender,generation,members,company,years_since_debut,artist_age_bucket,artist_country,show_year,show_month,show_quarter,weekday_1,weekday_n,is_weekend
9576.0,reported,AO Arena,arena,21000.0,Europe,England,Manchester,1,ENHYPEN,male,4,6,"Belift,HYBE",4,growing,ENHYPEN_England,2025,8,3,Mon,Mon,0
13460.0,reported,Ziggo Dome,arena,17000.0,Europe,Netherlands,Amsterdam,1,ENHYPEN,male,4,6,"Belift,HYBE",4,growing,ENHYPEN_Netherlands,2025,8,3,Thu,Thu,0
8363.0,reported,ING Arena,arena,15000.0,Europe,Belgium,Brussels,1,ENHYPEN,male,4,6,"Belift,HYBE",4,growing,ENHYPEN_Belgium,2025,8,3,Sat,Sat,1
12597.0,reported,Uber Arena,arena,17000.0,Europe,Germany,Berlin,1,ENHYPEN,male,4,6,"Belift,HYBE",4,growing,ENHYPEN_Germany,2025,9,3,Mon,Mon,0
12898.0,reported,Accor Arena,arena,20300.0,Europe,France,Paris,1,ENHYPEN,male,4,6,"Belift,HYBE",4,growing,ENHYPEN_France,2025,9,3,Wed,Wed,0
23718.0,reported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,3,ENHYPEN,male,4,6,"Belift,HYBE",4,growing,ENHYPEN_Singapore,2025,10,4,Fri,Sun,1
28799.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,3,ENHYPEN,male,4,6,"Belift,HYBE",4,growing,ENHYPEN_South Korea,2025,10,4,Fri,Sun,1
32280.0,missing,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,3,ENHYPEN,male,4,6,"Belift,HYBE",5,growing,ENHYPEN_South Korea,2026,5,2,Fri,Sun,1
,unreported,Allianz Parque,stadium,55000.0,South America,Brazil,São Paulo,1,ENHYPEN,male,4,6,"Belift,HYBE",5,growing,ENHYPEN_Brazil,2026,7,3,Sat,Sat,1
,unreported,Estadio San Marcos,stadium,32000.0,South America,Peru,Lima,1,ENHYPEN,male,4,6,"Belift,HYBE",5,growing,ENHYPEN_Peru,2026,7,3,Wed,Wed,0
,unreported,Arena CDMX,arena,22300.0,North America,Mexico,Mexico City,3,ENHYPEN,male,4,6,"Belift,HYBE",5,growing,ENHYPEN_Mexico,2026,7,3,Sat,Tue,1
18818.0,parcial,American Airlines Center,arena,21000.0,North America,United States,Dallas,2,ENHYPEN,male,4,6,"Belift,HYBE",5,growing,ENHYPEN_United States,2026,7,3,Fri,Sat,1
,unreported,Oakland Arena,arena,19596.0,North America,United States,Oakland,2,ENHYPEN,male,4,6,"Belift,HYBE",5,growing,ENHYPEN_United States,2026,7,3,Sat,Wed,1
20956.0,parcial,Snapdragon Stadium,,,North America,United States,San Diego,1,ENHYPEN,male,4,6,"Belift,HYBE",5,growing,ENHYPEN_United States,2026,7,3,Tue,Tue,0
,unreported,Tacoma Dome,arena,21000.0,North America,United States,Tacoma,1,ENHYPEN,male,4,6,"Belift,HYBE",5,growing,ENHYPEN_United States,2026,7,3,Sun,Sun,1
,unreported,T-Mobile Arena,arena,20000.0,North America,United States,Las Vegas,1,ENHYPEN,male,4,6,"Belift,HYBE",5,growing,ENHYPEN_United States,2026,8,3,Sat,Sat,1
,unreported,,,,Asia,Macau,Macau,2,ENHYPEN,male,4,6,"Belift,HYBE",5,growing,ENHYPEN_Macau,2026,10,4,Sat,Sun,1
,unreported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2,ENHYPEN,male,4,6,"Belift,HYBE",6,established,ENHYPEN_Japan,2026,12,4,Tue,Wed,0
,unreported,Vantelin Dome,stadium,36418.0,Asia,Japan,Nagoya,2,ENHYPEN,male,4,6,"Belift,HYBE",6,established,ENHYPEN_Japan,2026,12,4,Sat,Sun,1
,unreported,,,,Asia,Indonesia,Jakarta,1,ENHYPEN,male,4,6,"Belift,HYBE",6,established,ENHYPEN_Indonesia,2027,1,1,Sat,Sat,1
,unreported,PayPay Dome,stadium,47500.0,Asia,Japan,Fukuoka,2,ENHYPEN,male,4,6,"Belift,HYBE",6,established,ENHYPEN_Japan,2027,2,1,Sat,Sun,1
,unreported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2,ENHYPEN,male,4,6,"Belift,HYBE",6,established,ENHYPEN_Japan,2027,2,1,Fri,Sat,1
,unreported,Unipol Dome,arena,16000.0,Europe,Italy,Milan,1,ENHYPEN,male,4,6,"Belift,HYBE",6,established,ENHYPEN_Italy,2027,2,1,Wed,Wed,0
,unreported,La Défense Arena,arena,45000.0,Europe,France,Paris,1,ENHYPEN,male,4,6,"Belift,HYBE",6,established,ENHYPEN_France,2027,2,1,Sat,Sat,1
,unreported,Ziggo Dome,arena,17000.0,Europe,Netherlands,Amsterdam,1,ENHYPEN,male,4,6,"Belift,HYBE",6,established,ENHYPEN_Netherlands,2027,3,1,Tue,Tue,0
,unreported,Uber Arena,arena,17000.0,Europe,Germany,Berlin,1,ENHYPEN,male,4,6,"Belift,HYBE",6,established,ENHYPEN_Germany,2027,3,1,Fri,Fri,1
,unreported,The O2 Arena,arena,20000.0,Europe,England,London,1,ENHYPEN,male,4,6,"Belift,HYBE",6,established,ENHYPEN_England,2027,3,1,Tue,Tue,0
,unreported,,,,Asia,Singapore,Singapore,1,ENHYPEN,male,4,6,"Belift,HYBE",6,established,ENHYPEN_Singapore,2027,3,1,Sun,Sun,1
,unreported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,5,EXO,male,3,5,"SM,KAKAO",2,rookie,EXO_South Korea,2015,3,1,Sat,Sun,1
,unreported,Mercedes-Benz Arena,arena,18000.0,Asia,China,Shanghai,2,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_China,2015,5,2,Sat,Sun,1
,unreported,Taipei Arena,stadium,13000.0,Asia,Taiwan,Taipei,2,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_Taiwan,2015,6,2,Fri,Sat,1
,unreported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,2,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_Thailand,2015,6,2,Sat,Sun,1
,unreported,Cadillac Arena,arena,19000.0,Asia,China,Beijing,2,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_China,2015,7,3,Sat,Sun,1
,unreported,Chengdu Sports Centre,stadium,30000.0,Asia,China,Chengdu,1,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_China,2015,8,3,Sat,Sat,1
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,2,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_Hong Kong,2015,8,3,Sun,Mon,1
,unreported,Shaanxi Province Stadium,stadium,42383.0,Asia,China,Xi'an,1,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_China,2015,8,3,Sat,Sat,1
,unreported,Chongqing Olympic Sports Center,stadium,58680.0,Asia,China,Chongqing,1,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_China,2015,9,3,Sat,Sat,1
,unreported,Guangzhou International Sports Arena,arena,18000.0,Asia,China,Guangzhou,1,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_China,2015,10,4,Sat,Sat,1
,unreported,Marine Messe,arena,15000.0,Asia,Japan,Fukuoka,2,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_Japan,2015,10,4,Sat,Sun,1
,unreported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,3,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_Japan,2015,11,4,Fri,Sun,1
,unreported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,3,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_Japan,2015,11,4,Fri,Sun,1
,unreported,Venetian Arena,arena,14000.0,Asia,Macau,Macau,1,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_Macau,2015,11,4,Sat,Sat,1
,unreported,Nanjing Olympic Sports Center,arena,13000.0,Asia,China,Nanjing,1,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_China,2015,12,4,Sat,Sat,1
,unreported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,2,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_Singapore,2016,1,1,Sat,Sun,1
,unreported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,2,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_Philippines,2016,1,1,Sat,Sun,1
,unreported,Texas Trust CU Theatre,concert hall,6350.0,North America,United States,Grand Prairie,1,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_United States,2016,2,1,Wed,Wed,0
,unreported,UBC Thunderbird Arena,arena,8000.0,North America,Canada,Vancouver,1,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_Canada,2016,2,1,Fri,Fri,1
,unreported,Memorial Sports Arena,arena,16740.0,North America,United States,Los Angeles,1,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_United States,2016,2,1,Sun,Sun,1
,unreported,Rosemont Theatre,theater,4400.0,North America,United States,Rosemont,1,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_United States,2016,2,1,Fri,Fri,1
9919.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,1,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_United States,2016,2,1,Sun,Sun,1
,unreported,ICE BSD,concert hall,,Asia,Indonesia,Tangerang,1,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_Indonesia,2016,2,1,Sat,Sat,1
,unreported,Dalian Sports Centre Stadium,arena,18000.0,Asia,China,Dalian,1,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_China,2016,3,1,Sat,Sat,1
,unreported,Stadium Merdeka,stadium,25000.0,Asia,Malaysia,Kuala Lumpur,1,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_Malaysia,2016,3,1,Sat,Sat,1
,unreported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,3,EXO,male,3,5,"SM,KAKAO",3,growing,EXO_South Korea,2016,3,1,Fri,Sun,1
,unreported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,6,EXO,male,3,5,"SM,KAKAO",4,growing,EXO_South Korea,2016,7,3,Fri,Sun,1
,unreported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,2,EXO,male,3,5,"SM,KAKAO",4,growing,EXO_Thailand,2016,9,3,Sat,Sun,1
,unreported,Hiroshima Green Arena,arena,10000.0,Asia,Japan,Hiroshima,2,EXO,male,3,5,"SM,KAKAO",4,growing,EXO_Japan,2016,9,3,Tue,Wed,0
,unreported,Huanglong Sports Center,arena,8000.0,Asia,China,Hangzhou,1,EXO,male,3,5,"SM,KAKAO",4,growing,EXO_China,2016,9,3,Fri,Fri,1
,unreported,Marine Messe,arena,15000.0,Asia,Japan,Fukuoka,3,EXO,male,3,5,"SM,KAKAO",4,growing,EXO_Japan,2016,10,4,Sun,Tue,1
,unreported,Makomanai Ice Arena,arena,10024.0,Asia,Japan,Sapporo,2,EXO,male,3,5,"SM,KAKAO",4,growing,EXO_Japan,2016,10,4,Wed,Thu,0
,unreported,Nippon Gaishi Hall,arena,10000.0,Asia,Japan,Nagoya,3,EXO,male,3,5,"SM,KAKAO",4,growing,EXO_Japan,2016,11,4,Mon,Wed,0
,unreported,Taipei Arena,stadium,13000.0,Asia,Taiwan,Taipei,2,EXO,male,3,5,"SM,KAKAO",4,growing,EXO_Taiwan,2016,11,4,Sat,Sun,1
,unreported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2,EXO,male,3,5,"SM,KAKAO",4,growing,EXO_Japan,2016,11,4,Wed,Thu,0
,unreported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,3,EXO,male,3,5,"SM,KAKAO",4,growing,EXO_Japan,2016,12,4,Fri,Sun,1
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,2,EXO,male,3,5,"SM,KAKAO",4,growing,EXO_Hong Kong,2017,2,1,Sat,Sun,1
,unreported,Smart Araneta Coliseum,arena,9679.0,Asia,Philippines,Manila,2,EXO,male,3,5,"SM,KAKAO",4,growing,EXO_Philippines,2017,2,1,Sat,Sun,1
,unreported,Stadium Merdeka,stadium,25000.0,Asia,Malaysia,Kuala Lumpur,1,EXO,male,3,5,"SM,KAKAO",4,growing,EXO_Malaysia,2017,3,1,Sat,Sat,1
,unreported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1,EXO,male,3,5,"SM,KAKAO",4,growing,EXO_Singapore,2017,4,2,Sun,Sun,1
5999.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,1,EXO,male,3,5,"SM,KAKAO",5,growing,EXO_United States,2017,4,2,Tue,Tue,0
,unreported,Arena CDMX,arena,22300.0,North America,Mexico,Mexico City,1,EXO,male,3,5,"SM,KAKAO",5,growing,EXO_Mexico,2017,4,2,Thu,Thu,0
8668.0,reported,Kia Forum,arena,17500.0,North America,United States,Inglewood,1,EXO,male,3,5,"SM,KAKAO",5,growing,EXO_United States,2017,4,2,Fri,Fri,1
,unreported,Seoul Olympic Stadium,stadium,65599.0,Asia,South Korea,Seoul,2,EXO,male,3,5,"SM,KAKAO",5,growing,EXO_South Korea,2017,5,2,Sat,Sun,1
,unreported,Gocheok Sky Dome,stadium,16744.0,Asia,South Korea,Seoul,3,EXO,male,3,5,"SM,KAKAO",5,growing,EXO_South Korea,2017,11,4,Fri,Sun,1
,unreported,Marine Messe,arena,15000.0,Asia,Japan,Fukuoka,3,EXO,male,3,5,"SM,KAKAO",5,growing,EXO_Japan,2017,12,4,Fri,Sun,1
,unreported,Saitama Super Arena,arena,22500.0,Asia,Japan,Saitama,2,EXO,male,3,5,"SM,KAKAO",5,growing,EXO_Japan,2018,1,1,Sat,Sun,1
,unreported,Taipei Arena,stadium,13000.0,Asia,Taiwan,Taipei,2,EXO,male,3,5,"SM,KAKAO",5,growing,EXO_Taiwan,2018,2,1,Sat,Sun,1
,unreported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2,EXO,male,3,5,"SM,KAKAO",5,growing,EXO_Japan,2018,2,1,Fri,Sat,1
,unreported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1,EXO,male,3,5,"SM,KAKAO",5,growing,EXO_Singapore,2018,3,1,Sat,Sat,1
,unreported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,3,EXO,male,3,5,"SM,KAKAO",5,growing,EXO_Thailand,2018,3,1,Fri,Sun,1
,unreported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,1,EXO,male,3,5,"SM,KAKAO",6,established,EXO_Philippines,2018,4,2,Sat,Sat,1
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,2,EXO,male,3,5,"SM,KAKAO",6,established,EXO_Hong Kong,2018,6,2,Sat,Sun,1
,unreported,Unifi Arena,arena,11000.0,Asia,Malaysia,Kuala Lumpur,1,EXO,male,3,5,"SM,KAKAO",6,established,EXO_Malaysia,2018,7,3,Sat,Sat,1
,unreported,Gocheok Sky Dome,stadium,16744.0,Asia,South Korea,Seoul,3,EXO,male,3,5,"SM,KAKAO",6,established,EXO_South Korea,2018,7,3,Fri,Sun,1
,unreported,Venetian Arena,arena,14000.0,Asia,Macau,Macau,2,EXO,male,3,5,"SM,KAKAO",6,established,EXO_Macau,2018,8,3,Fri,Sat,1
68336.0,parcial,Goyang Stadium,stadium,41311.0,Asia,South Korea,Goyang,2,G-Dragon,male,2,1,Galaxy Corporation,15,legacy,G-Dragon_South Korea,2025,3,1,Sat,Sun,1
96830.0,reported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2,G-Dragon,male,2,1,Galaxy Corporation,15,legacy,G-Dragon_Japan,2025,5,2,Sat,Sun,1
,unreported,Philippine Arena,arena,55000.0,Asia,Philippines,Bulacan,1,G-Dragon,male,2,1,Galaxy Corporation,15,legacy,G-Dragon_Philippines,2025,5,2,Sat,Sat,1
78632.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2,G-Dragon,male,2,1,Galaxy Corporation,15,legacy,G-Dragon_Japan,2025,5,2,Sun,Mon,1
31185.0,reported,Galaxy Arena,arena,16000.0,Asia,Macau,Macau,3,G-Dragon,male,2,1,Galaxy Corporation,15,legacy,G-Dragon_Macau,2025,6,2,Fri,Sun,1
22140.0,reported,Qudos Bank Arena,arena,18000.0,Oceania,Australia,Sydney,2,G-Dragon,male,2,1,Galaxy Corporation,15,legacy,G-Dragon_Australia,2025,7,3,Wed,Thu,0
21913.0,reported,Rod Laver Arena,arena,14820.0,Oceania,Australia,Melbourne,2,G-Dragon,male,2,1,Galaxy Corporation,15,legacy,G-Dragon_Australia,2025,7,3,Sun,Mon,1
31029.0,reported,Taipei Arena,stadium,13000.0,Asia,Taiwan,Taipei,3,G-Dragon,male,2,1,Galaxy Corporation,15,legacy,G-Dragon_Taiwan,2025,7,3,Fri,Sun,1
,unreported,Unifi Arena,arena,11000.0,Asia,Malaysia,Kuala Lumpur,2,G-Dragon,male,2,1,Galaxy Corporation,15,legacy,G-Dragon_Malaysia,2025,7,3,Sat,Sun,1
,unreported,Indonesia Arena,arena,16500.0,Asia,Indonesia,Jakarta,2,G-Dragon,male,2,1,Galaxy Corporation,15,legacy,G-Dragon_Indonesia,2025,7,3,Fri,Sat,1
,unreported,Rajamangala Stadium,stadium,51560.0,Asia,Thailand,Bangkok,1,G-Dragon,male,2,1,Galaxy Corporation,15,legacy,G-Dragon_Thailand,2025,8,3,Sat,Sat,1
33245.0,reported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,3,G-Dragon,male,2,1,Galaxy Corporation,15,legacy,G-Dragon_Hong Kong,2025,8,3,Fri,Sun,1
20714.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,2,G-Dragon,male,2,1,Galaxy Corporation,16,legacy,G-Dragon_United States,2025,8,3,Fri,Sat,1
13045.0,reported,T-Mobile Arena,arena,20000.0,North America,United States,Las Vegas,1,G-Dragon,male,2,1,Galaxy Corporation,16,legacy,G-Dragon_United States,2025,8,3,Sun,Sun,1
,unreported,Crypto.com Arena,stadium,20000.0,North America,United States,Los Angeles,2,G-Dragon,male,2,1,Galaxy Corporation,16,legacy,G-Dragon_United States,2025,9,3,Fri,Sat,1
,unreported,La Défense Arena,arena,45000.0,Europe,France,Paris,1,G-Dragon,male,2,1,Galaxy Corporation,16,legacy,G-Dragon_France,2025,9,3,Sat,Sat,1
,unreported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2,G-Dragon,male,2,1,Galaxy Corporation,16,legacy,G-Dragon_Japan,2025,10,4,Mon,Tue,0
,unreported,Taipei Dome,stadium,59833.0,Asia,Taiwan,Taipei,2,G-Dragon,male,2,1,Galaxy Corporation,16,legacy,G-Dragon_Taiwan,2025,11,4,Sat,Sun,1
,unreported,Vinhomes Ocean Park 3,concert hall,,Asia,Vietnam,Hung Yen,2,G-Dragon,male,2,1,Galaxy Corporation,16,legacy,G-Dragon_Vietnam,2025,11,4,Sat,Sun,1
49139.0,parcial,Gocheok Sky Dome,stadium,16744.0,Asia,South Korea,Seoul,3,G-Dragon,male,2,1,Galaxy Corporation,16,legacy,G-Dragon_South Korea,2025,12,4,Fri,Sun,1
37761.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,3,J-Hope,male,3,1,"Bighit,HYBE",2,rookie,J-Hope_South Korea,2025,2,1,Fri,Sun,1
27169.0,reported,Barclays Center,arena,20000.0,North America,United States,New York,2,J-Hope,male,3,1,"Bighit,HYBE",2,rookie,J-Hope_United States,2025,3,1,Thu,Fri,0
24756.0,reported,Allstate Arena,arena,22000.0,North America,United States,Rosemont,2,J-Hope,male,3,1,"Bighit,HYBE",2,rookie,J-Hope_United States,2025,3,1,Mon,Tue,0
33129.0,reported,Palacio de los Deportes,arena,26000.0,North America,Mexico,Mexico City,2,J-Hope,male,3,1,"Bighit,HYBE",2,rookie,J-Hope_Mexico,2025,3,1,Sat,Sun,1
26809.0,reported,Frost Bank Center,arena,19000.0,North America,United States,San Antonio,2,J-Hope,male,3,1,"Bighit,HYBE",2,rookie,J-Hope_United States,2025,3,1,Wed,Thu,0
24094.0,reported,Oakland Arena,arena,19596.0,North America,United States,Oakland,2,J-Hope,male,3,1,"Bighit,HYBE",2,rookie,J-Hope_United States,2025,3,1,Mon,Tue,0
42799.0,reported,BMO Stadium,stadium,22000.0,North America,United States,Los Angeles,2,J-Hope,male,3,1,"Bighit,HYBE",2,rookie,J-Hope_United States,2025,4,2,Fri,Sun,1
22138.0,reported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,2,J-Hope,male,3,1,"Bighit,HYBE",2,rookie,J-Hope_Philippines,2025,4,2,Sat,Sun,1
38721.0,reported,Saitama Super Arena,arena,22500.0,Asia,Japan,Saitama,2,J-Hope,male,3,1,"Bighit,HYBE",2,rookie,J-Hope_Japan,2025,4,2,Sat,Sun,1
19684.0,reported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,2,J-Hope,male,3,1,"Bighit,HYBE",2,rookie,J-Hope_Singapore,2025,4,2,Sat,Sun,1
20104.0,reported,Indonesia Arena,arena,16500.0,Asia,Indonesia,Jakarta,2,J-Hope,male,3,1,"Bighit,HYBE",2,rookie,J-Hope_Indonesia,2025,5,2,Sat,Sun,1
25494.0,reported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,2,J-Hope,male,3,1,"Bighit,HYBE",2,rookie,J-Hope_Thailand,2025,5,2,Sat,Sun,1
19417.0,reported,Galaxy Arena,arena,16000.0,Asia,Macau,Macau,2,J-Hope,male,3,1,"Bighit,HYBE",2,rookie,J-Hope_Macau,2025,5,2,Sat,Sun,1
19403.0,reported,NTSU Arena,arena,15000.0,Asia,Taiwan,Taoyuan,2,J-Hope,male,3,1,"Bighit,HYBE",2,rookie,J-Hope_Taiwan,2025,5,2,Sat,Sun,1
70153.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2,J-Hope,male,3,1,"Bighit,HYBE",2,rookie,J-Hope_Japan,2025,5,2,Sat,Sun,1
52449.0,reported,Goyang Stadium,stadium,41311.0,Asia,South Korea,Goyang,2,J-Hope,male,3,1,"Bighit,HYBE",2,rookie,J-Hope_South Korea,2025,6,2,Fri,Sat,1
19253.0,reported,Goyang Stadium,stadium,41311.0,Asia,South Korea,Goyang,2,Jin,male,3,1,"Bighit,HYBE",2,rookie,Jin_South Korea,2025,6,2,Sat,Sun,1
10718.0,parcial,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,2,Jin,male,3,1,"Bighit,HYBE",2,rookie,Jin_South Korea,2025,6,2,Sat,Sun,1
42686.0,reported,Makuhari Messe,arena,,Asia,Japan,Chiba,2,Jin,male,3,1,"Bighit,HYBE",2,rookie,Jin_Japan,2025,7,3,Sat,Sun,1
82510.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2,Jin,male,3,1,"Bighit,HYBE",2,rookie,Jin_Japan,2025,7,3,Sat,Sun,1
23753.0,reported,Honda Center,theater,10935.0,North America,United States,Anaheim,2,Jin,male,3,1,"Bighit,HYBE",2,rookie,Jin_United States,2025,7,3,Thu,Fri,0
23162.0,reported,American Airlines Center,arena,21000.0,North America,United States,Dallas,2,Jin,male,3,1,"Bighit,HYBE",2,rookie,Jin_United States,2025,7,3,Tue,Wed,0
22144.0,reported,Benchmark International Arena,arena,21500.0,North America,United States,Tampa,2,Jin,male,3,1,"Bighit,HYBE",2,rookie,Jin_United States,2025,7,3,Sat,Sun,1
23056.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,2,Jin,male,3,1,"Bighit,HYBE",2,rookie,Jin_United States,2025,7,3,Wed,Thu,0
27917.0,reported,The O2 Arena,arena,20000.0,Europe,England,London,2,Jin,male,3,1,"Bighit,HYBE",2,rookie,Jin_England,2025,8,3,Tue,Wed,0
22758.0,reported,Ziggo Dome,arena,17000.0,Europe,Netherlands,Amsterdam,2,Jin,male,3,1,"Bighit,HYBE",2,rookie,Jin_Netherlands,2025,8,3,Sat,Sun,1
38375.0,parcial,Munhak Stadium,stadium,49084.0,Asia,South Korea,Incheon,2,Jin,male,3,1,"Bighit,HYBE",3,growing,Jin_South Korea,2025,10,4,Fri,Sat,1
24800.0,parcial,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,2,NCT127,male,3,8,"SM,KAKAO",2,rookie,NCT127_South Korea,2019,1,1,Sat,Sun,1
4844.0,parcial,Orix Theater,theater,2400.0,Asia,Japan,Osaka,2,NCT127,male,3,8,"SM,KAKAO",2,rookie,NCT127_Japan,2019,2,1,Sat,Sun,1
5000.0,parcial,HBG Hall,concert hall,2001.0,Asia,Japan,Hiroshima,2,NCT127,male,3,8,"SM,KAKAO",2,rookie,NCT127_Japan,2019,2,1,Mon,Tue,0
3414.0,parcial,Honda no Mori Hall,concert hall,1700.0,Asia,Japan,Kanazawa,2,NCT127,male,3,8,"SM,KAKAO",2,rookie,NCT127_Japan,2019,2,1,Sat,Sun,1
4606.0,parcial,Sapporo Arts and Culture Theater,concert hall,2302.0,Asia,Japan,Sapporo,2,NCT127,male,3,8,"SM,KAKAO",2,rookie,NCT127_Japan,2019,3,1,Sat,Sun,1
4632.0,parcial,Fukuoka Sunpalace Hotel Hall,concert hall,2316.0,Asia,Japan,Fukuoka,2,NCT127,male,3,8,"SM,KAKAO",2,rookie,NCT127_Japan,2019,3,1,Sun,Mon,1
2400.0,parcial,Nagoya Civic Assembly Hall,concert hall,2000.0,Asia,Japan,Nagoya,1,NCT127,male,3,8,"SM,KAKAO",2,rookie,NCT127_Japan,2019,3,1,Thu,Thu,0
49921.0,parcial,Saitama Super Arena,arena,22500.0,Asia,Japan,Saitama,3,NCT127,male,3,8,"SM,KAKAO",2,rookie,NCT127_Japan,2019,3,1,Fri,Sun,1
5622.0,parcial,Prudential Center,arena,17000.0,North America,United States,Newark,1,NCT127,male,3,8,"SM,KAKAO",2,rookie,NCT127_United States,2019,4,2,Wed,Wed,0
3197.0,parcial,Coca-Cola Roxy,concert hall,3600.0,North America,United States,Atlanta,1,NCT127,male,3,8,"SM,KAKAO",2,rookie,NCT127_United States,2019,4,2,Fri,Fri,1
5206.0,parcial,Watsco Center,arena,8000.0,North America,United States,Miami,1,NCT127,male,3,8,"SM,KAKAO",2,rookie,NCT127_United States,2019,4,2,Sun,Sun,1
6066.0,parcial,Texas Trust CU Theatre,concert hall,6350.0,North America,United States,Grand Prairie,1,NCT127,male,3,8,"SM,KAKAO",2,rookie,NCT127_United States,2019,5,2,Wed,Wed,0
4725.0,parcial,Arizona Financial Theatre,theater,5000.0,North America,United States,Phoenix,1,NCT127,male,3,8,"SM,KAKAO",2,rookie,NCT127_United States,2019,5,2,Fri,Fri,1
6294.0,parcial,Smart Financial Centre,concert hall,6400.0,North America,United States,Sugar Land,1,NCT127,male,3,8,"SM,KAKAO",2,rookie,NCT127_United States,2019,5,2,Sun,Sun,1
4199.0,parcial,Rosemont Theatre,theater,4400.0,North America,United States,Rosemont,1,NCT127,male,3,8,"SM,KAKAO",2,rookie,NCT127_United States,2019,5,2,Tue,Tue,0
5812.0,parcial,San Jose Civic,theater,3036.0,North America,United States,San Jose,2,NCT127,male,3,8,"SM,KAKAO",2,rookie,NCT127_United States,2019,5,2,Thu,Fri,0
6534.0,parcial,Peacock Theater,arena,7100.0,North America,United States,Los Angeles,1,NCT127,male,3,8,"SM,KAKAO",2,rookie,NCT127_United States,2019,5,2,Sun,Sun,1
